GeneID	cellType	Source	ClusterID
RNASE2	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
ARL4C	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
CLIC2	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
MX1	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
PON2	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
FCGR2B	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
TMEM176B	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
NAPSA	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
ITGB7	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
HDAC9	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
FLT3	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
TMEM109	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
DUSP23	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
IL2RG	DC3Hi_Mono1Lo	Villani_S6	Higher in CD1C_B (DC3) / Lower in Mono1 (classical CD14++CD16– mono)
ZNF674	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
EXD1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
MICU1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SYNE2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
F5	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PAPLN	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
BCL6	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
USP15	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LOC100190986	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ABCC3	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
UTP23	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CLMN	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
RASGEF1B	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ZNF267	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
GIMAP4	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SAMD8	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
C1ORF220	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ETS2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LOC100132774	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CYTH4	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
MAP4K4	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PTPRJ	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LOC100128531	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
DQ573668	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
TMEM127	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ZNF619	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ERVK13-1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LOC91948	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CR936688	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
MLXIPL	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LOC100507032	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
TTYH3	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
AK298300	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
IFNGR2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SLC44A2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ZNF527	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
FNDC3B	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CALCOCO2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
FOXO3	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
RBP7	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
WNK4	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
AK055694	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
DENND3	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
NLRP3	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ADAM10	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CD93	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ZNF780A	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LOC158696	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
QPCT	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ZFP106	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
NRIP3	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LPAR6	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
GBP2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CCPG1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LOC100506334	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
TMEM136	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
G0S2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ZSWIM1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
DPY19L2P2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
C10ORF82	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SPAG5	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CTDSP1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LOC100505702	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PLEKHM1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
MAFB	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ECE1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
BC039319	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
GLOD5	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
NAAA	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CCR1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CD82	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
C12ORF50	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
TREM1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
C9ORF68	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PER1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ZNF695	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
BST1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PIK3IP1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
APOL4	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ATF6B	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
AX746871	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
IGF2R	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
C3AR1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
BC038201	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
MPP4	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ZCCHC6	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
UPP1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CR1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
AL832447	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LRRK2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
MS4A7	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
NINJ1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
GSG1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
IQSEC1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CBFA2T2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
RABL5	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PLAUR	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ZNF788	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ZDHHC20	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
KREMEN1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
FLCN	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CORO2A	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
NUMB	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
DYSF	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SRRM2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
FAM73A	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
FAM198B	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PFKFB3	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
AK124179	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ALDH1A1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CAMKK2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SIGLEC10	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
AK302511	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SIRPB1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
S100A12	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
DQ574721	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
WDR37	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PHF12	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
MDM2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PYGL	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CXCL16	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
NBEAL2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ZBTB16	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
AK127270	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
RNF144B	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
DENND5A	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
NPL	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
GPR155	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
HERC2P4	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PGM5P2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
NFAM1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
FBXO15	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
TBXAS1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LOC100133161	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LOC388312	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CDC42EP3	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
HPSE	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
GAS7	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LOC728558	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PLEK	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CYP1B1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
KLRD1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SLC24A4	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CRISPLD2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CHST15	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LILRB2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
RTN3	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LOC100133331	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
GNS	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SORL1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
DMXL2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
TSPAN14	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
BTG2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PGPEP1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LAIR2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
HTRA4	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PECAM1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
UNC80	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
BCL2A1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SSH2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
DENND2A	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
NAMPT	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
IRAK3	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
FCGR2A	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
TLR4	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
FCAR	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
FLJ44955	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SCPEP1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ZNF665	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LOC731275	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
IRS2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
DUSP6	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ACSL1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
AX746880	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
FYB	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
PELI1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CD300E	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
C2ORF77	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CYBB	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
FPR1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CTSA	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
HK3	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
NCF1B	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CLEC4E	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
VMP1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
HLA-F	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ITGAM	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SERPINB9	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
AQP9	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
